origen;número;descripción;imagen;
mamacha_book;1;mamacha carmen;https://raw.githubusercontent.com/javiervzpucp/paucartambo/main/imagenes/1.png;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
